ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,1.230
50,20.0,100.0,1.143
100,20.0,100.0,1.143
150,20.0,100.0,1.143
200,20.0,100.0,1.143
250,20.0,100.0,1.143
300,20.0,100.0,1.143
350,20.0,100.0,1.055
400,20.0,100.0,1.143
450,20.0,100.0,1.230
500,20.0,100.0,1.318
551,20.0,100.0,1.406
600,20.0,100.0,1.494
651,20.8,99.2,1.494
700,21.7,98.3,1.494
750,22.5,97.5,1.494
800,23.3,96.7,1.494
850,24.2,95.8,1.582
900,25.0,95.0,1.582
950,25.8,94.2,1.670
1000,26.7,93.3,1.670
1050,27.5,92.5,1.670
1100,28.3,91.7,1.670
1150,29.2,90.8,1.670
1200,30.0,90.0,1.670
1250,30.8,89.2,1.582
1300,31.7,88.3,1.582
1350,32.5,87.5,1.494
1400,33.3,86.7,1.406
1450,34.2,85.8,1.318
1500,35.0,85.0,1.143
1550,35.8,84.2,1.055
1600,36.7,83.3,1.055
1650,37.5,82.5,1.055
1700,38.3,81.7,1.055
1750,39.2,80.8,1.055
1800,40.0,80.0,1.055
1850,40.8,79.2,1.055
1900,41.7,78.3,1.055
1950,42.5,77.5,1.055
2000,43.3,76.7,0.967
2050,44.2,75.8,0.967
2100,45.0,75.0,1.143
2150,45.8,74.2,1.230
2200,46.7,73.3,1.318
2250,47.5,72.5,1.406
2300,48.3,71.7,1.494
2350,49.2,70.8,1.494
2400,50.0,70.0,1.494
2450,50.8,69.2,1.582
2500,51.7,68.3,1.582
2550,52.5,67.5,1.582
2600,53.3,66.7,1.670
2650,54.2,65.8,1.582
2700,55.0,65.0,1.230
2750,55.8,64.2,0.703
2800,56.7,63.3,0.088
2850,57.5,62.5,-0.176
2900,58.3,61.7,-0.264
2950,59.2,60.8,-0.264
3000,60.0,60.0,-0.264
3050,60.8,59.2,-0.264
3100,61.7,58.3,-0.264
3150,62.5,57.5,0.000
3200,63.3,56.7,0.264
3250,64.2,55.8,0.527
3300,65.0,55.0,0.703
3350,65.8,54.2,0.967
3400,66.7,53.3,1.143
3450,67.5,52.5,1.318
3500,68.3,51.7,1.494
3550,69.2,50.8,1.758
3600,70.0,50.0,2.021
3650,70.8,49.2,2.461
3700,71.7,48.3,2.725
3750,72.5,47.5,2.988
3800,73.3,46.7,3.164
3850,74.2,45.8,3.340
3900,75.0,45.0,3.340
3950,75.8,44.2,3.340
4000,76.7,43.3,3.516
4050,77.5,42.5,3.340
4100,78.3,41.7,2.988
4150,79.2,40.8,2.725
4200,80.0,40.0,2.373
4250,80.8,39.2,2.197
4300,81.7,38.3,2.021
4350,82.5,37.5,1.846
4400,83.3,36.7,1.670
4450,84.2,35.8,1.494
4500,85.0,35.0,1.406
4550,85.8,34.2,1.318
4600,86.7,33.3,1.318
4650,87.5,32.5,1.318
4700,88.3,31.7,1.230
4750,89.2,30.8,1.406
4800,90.0,30.0,1.670
4850,90.8,29.2,2.021
4900,91.7,28.3,2.285
4950,92.5,27.5,2.461
5000,93.3,26.7,2.812
5050,94.2,25.8,3.164
5100,95.0,25.0,3.428
5150,95.8,24.2,3.691
5200,96.7,23.3,3.779
5250,97.5,22.5,3.779
5300,98.3,21.7,3.779
5350,99.2,20.8,3.867
5400,100.0,20.0,3.867
5450,100.0,20.0,3.516
5500,100.0,20.0,3.164
5550,100.0,20.0,2.900
5600,100.0,20.0,2.461
5650,100.0,20.0,2.109
5700,100.0,20.0,1.846
5750,100.0,20.0,1.582
5800,100.0,20.0,1.406
5850,100.0,20.0,1.230
5900,100.0,20.0,1.230
5950,100.0,20.0,1.230
6000,100.0,20.0,1.143
6050,100.0,20.0,1.055
6100,100.0,20.0,1.318
6150,100.0,20.0,1.582
6200,100.0,20.0,1.846
6250,100.0,20.0,2.109
6300,100.0,20.0,2.373
6350,100.0,20.0,2.637
6400,100.0,20.0,2.900
6450,100.0,20.0,3.076
6500,100.0,20.0,3.164
6550,100.0,20.0,3.164
6600,100.0,20.0,3.252
6650,99.2,20.8,3.252
6700,98.3,21.7,3.340
6753,97.4,22.6,3.340
6800,96.7,23.3,3.252
6850,95.8,24.2,2.988
6900,95.0,25.0,2.725
6950,94.2,25.8,2.549
7000,93.3,26.7,2.373
7050,92.5,27.5,2.197
7100,91.7,28.3,2.021
7150,90.8,29.2,1.846
7200,90.0,30.0,1.846
7250,89.2,30.8,1.758
7300,88.3,31.7,1.758
7350,87.5,32.5,1.758
7400,86.7,33.3,1.758
7450,85.8,34.2,1.670
7500,85.0,35.0,1.758
7550,84.2,35.8,1.934
7600,83.3,36.7,2.109
7650,82.5,37.5,2.285
7700,81.7,38.3,2.461
7750,80.8,39.2,2.637
7800,80.0,40.0,2.725
7850,79.2,40.8,2.812
7900,78.3,41.7,2.812
7950,77.5,42.5,2.812
8000,76.7,43.3,2.812
8050,75.8,44.2,2.900
8100,75.0,45.0,2.988
8150,74.2,45.8,2.988
8200,73.3,46.7,2.812
8250,72.5,47.5,2.637
8300,71.7,48.3,2.549
8350,70.8,49.2,2.373
8400,70.0,50.0,2.285
8450,69.2,50.8,2.197
8500,68.3,51.7,2.109
8550,67.5,52.5,2.021
8600,66.7,53.3,2.021
8650,65.8,54.2,2.021
8700,65.0,55.0,2.021
8750,64.2,55.8,2.021
8800,63.3,56.7,2.021
8850,62.5,57.5,1.934
8900,61.7,58.3,1.934
8950,60.8,59.2,2.021
9000,60.0,60.0,2.109
9050,59.2,60.8,2.197
9100,58.3,61.7,2.197
9150,57.5,62.5,2.197
9200,56.7,63.3,2.197
9250,55.8,64.2,2.197
9300,55.0,65.0,2.285
9350,54.2,65.8,2.285
9400,53.3,66.7,2.373
9450,52.5,67.5,2.373
9500,51.7,68.3,2.373
9550,50.8,69.2,2.285
9600,50.0,70.0,2.285
9650,49.2,70.8,2.197
9700,48.3,71.7,2.197
9750,47.5,72.5,2.109
9800,46.7,73.3,2.109
9850,45.8,74.2,2.109
9900,45.0,75.0,2.109
9950,44.2,75.8,2.109
10000,43.3,76.7,2.109
10050,42.5,77.5,2.109
10100,41.7,78.3,2.109
10150,40.8,79.2,2.109
10200,40.0,80.0,2.109
10250,39.2,80.8,2.109
10300,38.3,81.7,2.109
10350,37.5,82.5,2.109
10400,36.7,83.3,2.109
10450,35.8,84.2,2.021
10500,35.0,85.0,2.021
10550,34.2,85.8,2.021
10600,33.3,86.7,2.021
10650,32.5,87.5,2.021
10700,31.7,88.3,2.021
10750,30.8,89.2,2.021
10800,30.0,90.0,2.021
10850,29.2,90.8,1.934
10900,28.3,91.7,1.934
10950,27.5,92.5,1.934
11000,26.7,93.3,1.934
11050,25.8,94.2,1.934
11100,25.0,95.0,1.934
11150,24.2,95.8,1.934
11200,23.3,96.7,1.934
11250,22.5,97.5,1.846
11300,21.7,98.3,1.846
11350,20.8,99.2,1.846
11401,20.0,100.0,1.846
11450,20.0,100.0,1.846
11500,20.0,100.0,1.846
11550,20.0,100.0,1.846
11600,20.0,100.0,1.846
11650,20.0,100.0,1.846
11700,20.0,100.0,1.846
11750,20.0,100.0,1.846
11800,20.0,100.0,1.846
11851,20.0,100.0,1.846
11900,20.0,100.0,1.846
11950,20.0,100.0,1.846
